# avg_degree,9.8
# msgs_per_node_per_step,9.8
# total_msgs_per_step,980.0
# steps_per_epoch,25.0
# total_msgs_per_epoch,24500.0
epoch,mean,median,min,max,std
74,0.6423500000000001,0.64205,0.6362,0.6497,0.004304706726363609
75,0.6534300000000001,0.6526,0.6469,0.6591,0.00373016085444046
76,0.6311599999999999,0.631,0.625,0.6395,0.004343777158188477
77,0.6292599999999999,0.6293,0.6244,0.6355,0.0030170183957012923
78,0.62674,0.62755,0.6207,0.6319,0.0034147327860317212
79,0.6414000000000002,0.6406000000000001,0.6379,0.6474,0.0029410882339705492
80,0.62842,0.62835,0.625,0.6334,0.0023608473055240116
81,0.6510700000000001,0.65025,0.6485,0.6545,0.002002523408102885
82,0.6661100000000002,0.66595,0.6615,0.6712,0.002983102411919525
83,0.6195400000000001,0.6207,0.6035,0.6293,0.007324233748317967
84,0.6437100000000001,0.6448,0.6382,0.6463,0.002378003364169198
85,0.6577099999999999,0.6577,0.6524,0.6629,0.003141162205299179
86,0.65077,0.65105,0.6464,0.6544,0.002631368465266706
87,0.6372500000000001,0.6369,0.6334,0.6431,0.0032848896480704
88,0.6538300000000001,0.6535,0.6504,0.6604,0.0027752657530405863
89,0.65961,0.65915,0.6551,0.6653,0.0032638780614477605
90,0.66251,0.66415,0.6564,0.6671,0.0036261411996776987
91,0.65494,0.6543,0.6498,0.6596,0.0031588605540605885
92,0.66794,0.66785,0.6639,0.6717,0.0024828209762284346
93,0.6344299999999999,0.634,0.6274,0.6412,0.003702985282174386
94,0.6692999999999999,0.66875,0.6601,0.6792,0.005696314598053737
95,0.6550400000000001,0.65585,0.6467,0.6613,0.004681495487555217
96,0.67035,0.67025,0.6672,0.675,0.0025028983199483065
97,0.6502600000000001,0.652,0.6367,0.661,0.007383928493694927
98,0.6560999999999999,0.6566000000000001,0.6502,0.6616,0.004101706961741659
99,0.6589700000000001,0.66025,0.6489,0.663,0.004028659826791024
100,0.60883,0.60905,0.5925,0.6243,0.010128677110067229
# epochs_to_reach
# reach_40%,8
# reach_50%,20
