# avg_degree,9.8
# msgs_per_node_per_step,9.8
# total_msgs_per_step,980.0
# steps_per_epoch,5.0
# total_msgs_per_epoch,4900.0
epoch,mean,median,min,max,std
57,0.890024,0.8905,0.8876,0.8914,0.001061425456638385
58,0.8904930000000002,0.89055,0.8883,0.8921,0.0010220816992784951
59,0.891216,0.8914,0.8893,0.8926,0.0008333930645259804
60,0.89128,0.8915,0.8894,0.8932,0.0009280086206496119
61,0.8913289999999998,0.8915,0.889,0.8927,0.0009276092927520669
62,0.8916200000000001,0.8918,0.89,0.893,0.0007216647421067483
63,0.891931,0.8921,0.8897,0.8938,0.0010451502284360762
64,0.8922779999999999,0.8927,0.89,0.8939,0.0010062385403074208
65,0.892344,0.8927,0.8902,0.8938,0.0009574257151340809
66,0.8926280000000001,0.8931,0.8898,0.8943,0.0010913367949446197
67,0.8926130000000001,0.8927,0.8908,0.8945,0.0008550619860571503
68,0.8928869999999999,0.89325,0.8903,0.8944,0.0010364029139287554
69,0.893275,0.89365,0.891,0.8946,0.0009697809030910076
70,0.8934099999999999,0.8933,0.8916,0.8948,0.0008643494663618347
71,0.8935980000000001,0.8937,0.8915,0.895,0.0007681119710042283
72,0.894001,0.8941,0.8926,0.8954,0.0007276668193617269
73,0.8940749999999998,0.8941,0.8918,0.8959,0.0010327995933384123
74,0.8940710000000002,0.894,0.8921,0.896,0.000927501482478605
75,0.8946929999999998,0.895,0.8926,0.8959,0.000967083760591608
76,0.8949210000000001,0.895,0.8937,0.8959,0.00048462253352479805
77,0.89491,0.8949,0.8936,0.8963,0.0006422616289332598
78,0.895183,0.89505,0.8935,0.8969,0.000893986017787751
79,0.89546,0.89545,0.8933,0.8977,0.0008681013765684249
80,0.895144,0.895,0.8937,0.897,0.0008522112414184616
81,0.8954129999999999,0.8954,0.8934,0.8971,0.0008270012091889628
82,0.8957170000000001,0.8956500000000001,0.8943,0.8975,0.0007913349480466595
83,0.8959680000000002,0.8959,0.8943,0.8981,0.000925513911294703
84,0.896358,0.8964,0.8948,0.8979,0.0007262478915632042
85,0.8966099999999999,0.8964,0.8952,0.8985,0.0008296384754819486
86,0.8967729999999997,0.8966,0.8955,0.8989,0.0008175396014872848
87,0.8969039999999999,0.89685,0.8953,0.8984,0.0006477530393599062
88,0.8968769999999999,0.897,0.8948,0.8986,0.0010587591794171069
89,0.896976,0.8968,0.8956,0.8987,0.0007910903867447758
90,0.896969,0.8969,0.8951,0.8989,0.0008214249813586197
91,0.8973700000000001,0.8973,0.8961,0.8992,0.0007453187237685653
92,0.8976710000000001,0.8976,0.8961,0.8991,0.0006763571541722604
93,0.8977989999999998,0.8978,0.8967,0.899,0.0005150718396495717
94,0.8979309999999999,0.8979,0.8968,0.8991,0.0005197489778729712
95,0.8982379999999999,0.8981,0.8967,0.8997,0.0007433411060879081
96,0.898198,0.8982,0.8969,0.8996,0.0007052630714846767
97,0.8982930000000002,0.8983,0.8969,0.8998,0.0007572654752462874
98,0.8987560000000001,0.8988,0.897,0.9001,0.0008382505592005444
99,0.898765,0.8988,0.8972,0.9001,0.0008412342123332955
100,0.8988920000000001,0.8988,0.8979,0.9006,0.0006773005241397563
# epochs_to_reach
# reach_70%,3
# reach_75%,4
