# avg_degree,9.96
# msgs_per_node_per_step,9.96
# total_msgs_per_step,996.0
# steps_per_epoch,5.0
# total_msgs_per_epoch,4980.0
epoch,mean,median,min,max,std
1,0.3925020000000001,0.4018,0.1516,0.578,0.10533140935162694
2,0.567571,0.59015,0.2305,0.6909,0.08573953498241053
3,0.6654790000000002,0.67435,0.3543,0.7707,0.06614338560279479
4,0.729427,0.7415499999999999,0.5076,0.7937,0.04731290068258339
5,0.7645820000000001,0.7697,0.5975,0.814,0.03437612945053588
6,0.7844460000000001,0.78915,0.6379,0.8198,0.027750561868185662
7,0.8009419999999998,0.80645,0.6939,0.8303,0.02198517764313038
8,0.8119259999999998,0.81535,0.7139,0.836,0.017729983756337737
9,0.821815,0.8244,0.7327,0.8431,0.015309189233920908
10,0.829067,0.83065,0.7724,0.847,0.01241433087202045
11,0.8344770000000001,0.83685,0.779,0.8493,0.011570357427495492
12,0.8390909999999999,0.84105,0.7995,0.8529,0.009367562062778124
13,0.8423039999999999,0.8432,0.798,0.8565,0.008935076048920909
14,0.846254,0.8482,0.8095,0.8579,0.007934436589953946
15,0.8499169999999999,0.8513,0.8114,0.8601,0.007454623464669425
16,0.8527640000000001,0.85415,0.8243,0.8627,0.006447581251911444
17,0.855944,0.857,0.8267,0.8645,0.00601708101989661
18,0.8579140000000001,0.85865,0.8382,0.8668,0.0052156690845949994
19,0.85991,0.8609,0.8367,0.8677,0.005476632176803547
20,0.8616240000000001,0.86255,0.8403,0.8697,0.004919006403736422
21,0.8634999999999999,0.8639,0.8375,0.8714,0.004852813616861868
22,0.865072,0.86555,0.8447,0.872,0.00449871270476344
23,0.8663949999999998,0.86685,0.8482,0.8727,0.004055474694779885
24,0.8675139999999999,0.86795,0.8491,0.8743,0.004172266050960807
25,0.8692720000000002,0.8697,0.8512,0.8758,0.00366900749522266
26,0.8700890000000001,0.87045,0.8516,0.8761,0.0038213582663759746
27,0.87111,0.87175,0.8546,0.877,0.0036792798208345064
28,0.8725,0.87285,0.857,0.878,0.0033452952037152134
29,0.8732719999999999,0.8734,0.8561,0.8785,0.0032941487519539832
30,0.8741709999999999,0.87455,0.8618,0.8793,0.0030970080723175353
31,0.8752699999999999,0.8755,0.8604,0.8799,0.0029262774988028663
32,0.875852,0.87625,0.8633,0.8808,0.0028837642067270305
33,0.876815,0.87715,0.8645,0.8816,0.0027516313343178755
34,0.8774439999999999,0.87775,0.8653,0.8824,0.0027237591670336786
35,0.8783299999999999,0.8789,0.8644,0.8825,0.002783756454864541
36,0.879179,0.8795,0.8681,0.8828,0.002516159573635988
37,0.8797269999999997,0.8802,0.8687,0.8848,0.002472806300541957
38,0.8806170000000002,0.8809,0.8691,0.884,0.0022749969230748436
